Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,Vote Centers_ballots,Vote Centers_votes,Vote Centers_under_votes,Vote Centers_over_votes,Vote by Mail_ballots,Vote by Mail_votes,Vote by Mail_under_votes,Vote by Mail_over_votes,
"10001","",1,0,1,1,1986,0.33,7,7,"Insurance Commissioner","",1,14,"RICARDO LARA",C,14,"DEM",655,435,26,1,95,37,2,0,560,398,24,1,
"10001","",1,0,1,1,1986,0.33,8,8,"Member, State Board of Equalization, 2nd District","",1,15,"PETER COE VERBICA",C,15,"REP",655,191,28,0,95,55,1,0,560,136,27,0,
"10001","",1,0,1,1,1986,0.33,8,8,"Member, State Board of Equalization, 2nd District","",1,16,"SALLY J. LIEBER",C,16,"DEM",655,436,28,0,95,39,1,0,560,397,27,0,
"10001","",1,0,1,1,1986,0.33,9,9,"United States Senator (Full Term)","",1,17,"ALEX PADILLA",C,17,"DEM",655,452,15,0,95,39,0,0,560,413,15,0,
"10001","",1,0,1,1,1986,0.33,9,9,"United States Senator (Full Term)","",1,18,"MARK P. MEUSER",C,18,"REP",655,188,15,0,95,56,0,0,560,132,15,0,
"10001","",1,0,1,1,1986,0.33,10,10,"United States Senator (Partial/Unexpired Term)","",1,19,"ALEX PADILLA",C,19,"DEM",655,445,21,0,95,38,0,0,560,407,21,0,
"10001","",1,0,1,1,1986,0.33,10,10,"United States Senator (Partial/Unexpired Term)","",1,20,"MARK P. MEUSER",C,20,"REP",655,189,21,0,95,57,0,0,560,132,21,0,
"10001","",1,0,1,1,1986,0.33,11,11,"U.S. Representative, 15th District","",1,21,"DAVID J. CANEPA",C,21,"DEM",655,210,122,0,95,28,32,0,560,182,90,0,
"10001","",1,0,1,1,1986,0.33,11,11,"U.S. Representative, 15th District","",1,22,"KEVIN MULLIN",C,22,"DEM",655,323,122,0,95,35,32,0,560,288,90,0,
"10001","",1,0,1,1,1986,0.33,14,14,"Member of the State Assembly, 21st District","",1,27,"DIANE PAPAN",C,27,"DEM",655,355,133,0,95,32,30,0,560,323,103,0,
"10001","",1,0,1,1,1986,0.33,14,14,"Member of the State Assembly, 21st District","",1,28,"GISELLE HALE",C,28,"DEM",655,167,133,0,95,33,30,0,560,134,103,0,
"10001","",1,0,1,1,1986,0.33,16,16,"For Chief Justice of California (Patricia Guerrero)","",1,31,"YES",C,31,"",655,413,152,0,95,40,20,0,560,373,132,0,
"10001","",1,0,1,1,1986,0.33,16,16,"For Chief Justice of California (Patricia Guerrero)","",1,32,"NO",C,32,"",655,90,152,0,95,35,20,0,560,55,132,0,
"10001","",1,0,1,1,1986,0.33,17,17,"For Associate Justice of the Supreme Court (Goodwin Liu)","",1,35,"YES",C,33,"",655,395,162,0,95,40,22,0,560,355,140,0,
"10001","",1,0,1,1,1986,0.33,17,17,"For Associate Justice of the Supreme Court (Goodwin Liu)","",1,36,"NO",C,34,"",655,98,162,0,95,33,22,0,560,65,140,0,
"10001","",1,0,1,1,1986,0.33,18,18,"For Associate Justice of the Supreme Court (Martin J. Jenkins)","",1,33,"YES",C,35,"",655,393,174,0,95,40,22,0,560,353,152,0,
"10001","",1,0,1,1,1986,0.33,18,18,"For Associate Justice of the Supreme Court (Martin J. Jenkins)","",1,34,"NO",C,36,"",655,88,174,0,95,33,22,0,560,55,152,0,
"10001","",1,0,1,1,1986,0.33,19,19,"For Associate Justice of the Supreme Court (Joshua P. Groban)","",1,37,"YES",C,37,"",655,388,180,0,95,36,26,0,560,352,154,0,
"10001","",1,0,1,1,1986,0.33,19,19,"For Associate Justice of the Supreme Court (Joshua P. Groban)","",1,38,"NO",C,38,"",655,87,180,0,95,33,26,0,560,54,154,0,
"10001","",1,0,1,1,1986,0.33,20,20,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 2 (Therese M. Stewart)","",1,39,"YES",C,39,"",655,384,183,0,95,37,25,0,560,347,158,0,
"10001","",1,0,1,1,1986,0.33,20,20,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 2 (Therese M. Stewart)","",1,40,"NO",C,40,"",655,88,183,0,95,33,25,0,560,55,158,0,
"10001","",1,0,1,1,1986,0.33,21,21,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 3 (Alison M. Tucher)","",1,41,"YES",C,41,"",655,380,188,1,95,36,26,0,560,344,162,1,
"10001","",1,0,1,1,1986,0.33,21,21,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 3 (Alison M. Tucher)","",1,42,"NO",C,42,"",655,86,188,1,95,33,26,0,560,53,162,1,
"10001","",1,0,1,1,1986,0.33,22,22,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Victor A. Rodriguez)","",1,47,"YES",C,43,"",655,375,188,0,95,36,25,0,560,339,163,0,
"10001","",1,0,1,1,1986,0.33,22,22,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Victor A. Rodriguez)","",1,48,"NO",C,44,"",655,92,188,0,95,34,25,0,560,58,163,0,
"10001","",1,0,1,1,1986,0.33,23,23,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Ioana Petrou)","",1,43,"YES",C,45,"",655,373,191,0,95,37,27,0,560,336,164,0,
"10001","",1,0,1,1,1986,0.33,23,23,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Ioana Petrou)","",1,44,"NO",C,46,"",655,91,191,0,95,31,27,0,560,60,164,0,
"10001","",1,0,1,1,1986,0.33,24,24,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Carin T. Fujisaki)","",1,45,"YES",C,47,"",655,378,191,0,95,36,28,0,560,342,163,0,
"10001","",1,0,1,1,1986,0.33,24,24,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Carin T. Fujisaki)","",1,46,"NO",C,48,"",655,86,191,0,95,31,28,0,560,55,163,0,
"10001","",1,0,1,1,1986,0.33,25,25,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Tracie L. Brown)","",1,49,"YES",C,49,"",655,371,197,0,95,37,27,0,560,334,170,0,
"10001","",1,0,1,1,1986,0.33,25,25,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Tracie L. Brown)","",1,50,"NO",C,50,"",655,87,197,0,95,31,27,0,560,56,170,0,
"10001","",1,0,1,1,1986,0.33,26,26,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Jeremy M. Goldman)","",1,51,"YES",C,51,"",655,360,200,0,95,34,26,0,560,326,174,0,
"10001","",1,0,1,1,1986,0.33,26,26,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Jeremy M. Goldman)","",1,52,"NO",C,52,"",655,95,200,0,95,35,26,0,560,60,174,0,
"10001","",1,0,1,1,1986,0.33,27,27,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 5 (Teri L. Jackson)","",1,53,"YES",C,53,"",655,373,196,1,95,37,28,0,560,336,168,1,
"10001","",1,0,1,1,1986,0.33,27,27,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 5 (Teri L. Jackson)","",1,54,"NO",C,54,"",655,85,196,1,95,30,28,0,560,55,168,1,
"10001","",1,0,1,1,1986,0.33,28,28,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 5 (Gordon B. Burns)","",1,55,"YES",C,55,"",655,361,201,0,95,34,28,0,560,327,173,0,
"10001","",1,0,1,1,1986,0.33,28,28,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 5 (Gordon B. Burns)","",1,56,"NO",C,56,"",655,93,201,0,95,33,28,0,560,60,173,0,
"10001","",1,0,1,1,1986,0.33,29,29,"Superintendent of Public Instruction","",1,57,"LANCE RAY CHRISTENSEN",C,57,"",655,161,139,0,95,37,26,0,560,124,113,0,
"10001","",1,0,1,1,1986,0.33,29,29,"Superintendent of Public Instruction","",1,58,"TONY K. THURMOND",C,58,"",655,355,139,0,95,32,26,0,560,323,113,0,
"10001","",1,0,1,1,1986,0.33,92,93,"Proposition 1 (Majority Approval Required)","",1,223,"YES",C,287,"",655,484,19,0,95,46,3,0,560,438,16,0,
"10001","",1,0,1,1,1986,0.33,92,93,"Proposition 1 (Majority Approval Required)","",1,224,"NO",C,288,"",655,152,19,0,95,46,3,0,560,106,16,0,
"10001","",1,0,1,1,1986,0.33,93,94,"Proposition 26 (Majority Approval Required)","",1,225,"YES",C,289,"",655,180,39,0,95,24,7,0,560,156,32,0,
"10001","",1,0,1,1,1986,0.33,93,94,"Proposition 26 (Majority Approval Required)","",1,226,"NO",C,290,"",655,436,39,0,95,64,7,0,560,372,32,0,
"10001","",1,0,1,1,1986,0.33,94,95,"Proposition 27 (Majority Approval Required)","",1,227,"YES",C,291,"",655,119,26,0,95,26,5,0,560,93,21,0,
"10001","",1,0,1,1,1986,0.33,94,95,"Proposition 27 (Majority Approval Required)","",1,228,"NO",C,292,"",655,510,26,0,95,64,5,0,560,446,21,0,
"10001","",1,0,1,1,1986,0.33,95,96,"Proposition 28 (Majority Approval Required)","",1,229,"YES",C,293,"",655,441,23,0,95,52,2,0,560,389,21,0,
"10001","",1,0,1,1,1986,0.33,95,96,"Proposition 28 (Majority Approval Required)","",1,230,"NO",C,294,"",655,191,23,0,95,41,2,0,560,150,21,0,
"10001","",1,0,1,1,1986,0.33,96,97,"Proposition 29 (Majority Approval Required)","",1,231,"YES",C,295,"",655,179,33,0,95,26,8,0,560,153,25,0,
"10001","",1,0,1,1,1986,0.33,96,97,"Proposition 29 (Majority Approval Required)","",1,232,"NO",C,296,"",655,443,33,0,95,61,8,0,560,382,25,0,
"10001","",1,0,1,1,1986,0.33,97,98,"Proposition 30 (Majority Approval Required)","",1,233,"YES",C,297,"",655,300,13,0,95,34,2,0,560,266,11,0,
"10001","",1,0,1,1,1986,0.33,97,98,"Proposition 30 (Majority Approval Required)","",1,234,"NO",C,298,"",655,342,13,0,95,59,2,0,560,283,11,0,
"10001","",1,0,1,1,1986,0.33,98,99,"Proposition 31 (Majority Approval Required)","",1,235,"YES",C,299,"",655,451,25,0,95,54,3,0,560,397,22,0,
"10001","",1,0,1,1,1986,0.33,98,99,"Proposition 31 (Majority Approval Required)","",1,236,"NO",C,300,"",655,179,25,0,95,38,3,0,560,141,22,0,
"10001","",1,0,1,1,1986,0.33,107,108,"City of Burlingame, Measure X (Majority Approval Required)","",1,253,"YES",C,317,"",655,463,23,0,95,58,4,0,560,405,19,0,
"10001","",1,0,1,1,1986,0.33,107,108,"City of Burlingame, Measure X (Majority Approval Required)","",1,254,"NO",C,318,"",655,169,23,0,95,33,4,0,560,136,19,0,
"10003","",1,0,2,2,1790,0.28,1,1,"Governor","",1,1,"BRIAN DAHLE",C,1,"REP",505,123,9,0,86,42,2,0,419,81,7,0,
"10003","",1,0,2,2,1790,0.28,1,1,"Governor","",1,2,"GAVIN NEWSOM",C,2,"DEM",505,373,9,0,86,42,2,0,419,331,7,0,
"10003","",1,0,2,2,1790,0.28,2,2,"Lieutenant Governor","",1,3,"ANGELA E. UNDERWOOD JACOBS",C,3,"REP",505,124,13,0,86,42,5,0,419,82,8,0,
"10003","",1,0,2,2,1790,0.28,2,2,"Lieutenant Governor","",1,4,"ELENI KOUNALAKIS",C,4,"DEM",505,368,13,0,86,39,5,0,419,329,8,0,
"10003","",1,0,2,2,1790,0.28,3,3,"Secretary of State","",1,5,"ROB BERNOSKY",C,5,"REP",505,123,16,0,86,38,8,0,419,85,8,0,
"10003","",1,0,2,2,1790,0.28,3,3,"Secretary of State","",1,6,"SHIRLEY N. WEBER",C,6,"DEM",505,366,16,0,86,40,8,0,419,326,8,0,
"10003","",1,0,2,2,1790,0.28,4,4,"Controller","",1,7,"MALIA M. COHEN",C,7,"DEM",505,334,17,0,86,35,7,0,419,299,10,0,
"10003","",1,0,2,2,1790,0.28,4,4,"Controller","",1,8,"LANHEE J. CHEN",C,8,"REP",505,154,17,0,86,44,7,0,419,110,10,0,
"10003","",1,0,2,2,1790,0.28,5,5,"Treasurer","",1,9,"FIONA MA",C,9,"DEM",505,344,17,0,86,33,8,0,419,311,9,0,
"10003","",1,0,2,2,1790,0.28,5,5,"Treasurer","",1,10,"JACK M. GUERRERO",C,10,"REP",505,144,17,0,86,45,8,0,419,99,9,0,
"10003","",1,0,2,2,1790,0.28,6,6,"Attorney General","",1,11,"ROB BONTA",C,11,"DEM",505,354,16,0,86,38,8,0,419,316,8,0,
"10003","",1,0,2,2,1790,0.28,6,6,"Attorney General","",1,12,"NATHAN HOCHMAN",C,12,"REP",505,135,16,0,86,40,8,0,419,95,8,0,
"10003","",1,0,2,2,1790,0.28,7,7,"Insurance Commissioner","",1,13,"ROBERT HOWELL",C,13,"REP",505,132,25,0,86,40,7,0,419,92,18,0,
"10003","",1,0,2,2,1790,0.28,7,7,"Insurance Commissioner","",1,14,"RICARDO LARA",C,14,"DEM",505,348,25,0,86,39,7,0,419,309,18,0,
"10003","",1,0,2,2,1790,0.28,8,8,"Member, State Board of Equalization, 2nd District","",1,15,"PETER COE VERBICA",C,15,"REP",505,140,26,0,86,44,7,0,419,96,19,0,
"10003","",1,0,2,2,1790,0.28,8,8,"Member, State Board of Equalization, 2nd District","",1,16,"SALLY J. LIEBER",C,16,"DEM",505,339,26,0,86,35,7,0,419,304,19,0,
"10003","",1,0,2,2,1790,0.28,9,9,"United States Senator (Full Term)","",1,17,"ALEX PADILLA",C,17,"DEM",505,374,9,0,86,40,3,0,419,334,6,0,
"10003","",1,0,2,2,1790,0.28,9,9,"United States Senator (Full Term)","",1,18,"MARK P. MEUSER",C,18,"REP",505,122,9,0,86,43,3,0,419,79,6,0,
"10003","",1,0,2,2,1790,0.28,10,10,"United States Senator (Partial/Unexpired Term)","",1,19,"ALEX PADILLA",C,19,"DEM",505,375,11,0,86,40,4,0,419,335,7,0,
"10003","",1,0,2,2,1790,0.28,10,10,"United States Senator (Partial/Unexpired Term)","",1,20,"MARK P. MEUSER",C,20,"REP",505,119,11,0,86,42,4,0,419,77,7,0,
"10003","",1,0,2,2,1790,0.28,11,11,"U.S. Representative, 15th District","",1,21,"DAVID J. CANEPA",C,21,"DEM",505,154,69,0,86,24,31,0,419,130,38,0,
"10003","",1,0,2,2,1790,0.28,11,11,"U.S. Representative, 15th District","",1,22,"KEVIN MULLIN",C,22,"DEM",505,282,69,0,86,31,31,0,419,251,38,0,
"10003","",1,0,2,2,1790,0.28,14,14,"Member of the State Assembly, 21st District","",1,27,"DIANE PAPAN",C,27,"DEM",505,312,88,0,86,36,31,0,419,276,57,0,
"10003","",1,0,2,2,1790,0.28,14,14,"Member of the State Assembly, 21st District","",1,28,"GISELLE HALE",C,28,"DEM",505,105,88,0,86,19,31,0,419,86,57,0,
"10003","",1,0,2,2,1790,0.28,16,16,"For Chief Justice of California (Patricia Guerrero)","",1,31,"YES",C,31,"",505,326,128,0,86,41,26,0,419,285,102,0,
"10003","",1,0,2,2,1790,0.28,16,16,"For Chief Justice of California (Patricia Guerrero)","",1,32,"NO",C,32,"",505,51,128,0,86,19,26,0,419,32,102,0,
"10003","",1,0,2,2,1790,0.28,17,17,"For Associate Justice of the Supreme Court (Goodwin Liu)","",1,35,"YES",C,33,"",505,315,135,0,86,40,25,0,419,275,110,0,
"10003","",1,0,2,2,1790,0.28,17,17,"For Associate Justice of the Supreme Court (Goodwin Liu)","",1,36,"NO",C,34,"",505,55,135,0,86,21,25,0,419,34,110,0,
"10003","",1,0,2,2,1790,0.28,18,18,"For Associate Justice of the Supreme Court (Martin J. Jenkins)","",1,33,"YES",C,35,"",505,302,145,0,86,36,28,0,419,266,117,0,
"10003","",1,0,2,2,1790,0.28,18,18,"For Associate Justice of the Supreme Court (Martin J. Jenkins)","",1,34,"NO",C,36,"",505,58,145,0,86,22,28,0,419,36,117,0,
"10003","",1,0,2,2,1790,0.28,19,19,"For Associate Justice of the Supreme Court (Joshua P. Groban)","",1,37,"YES",C,37,"",505,305,144,0,86,34,29,0,419,271,115,0,
"10003","",1,0,2,2,1790,0.28,19,19,"For Associate Justice of the Supreme Court (Joshua P. Groban)","",1,38,"NO",C,38,"",505,56,144,0,86,23,29,0,419,33,115,0,
"10003","",1,0,2,2,1790,0.28,20,20,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 2 (Therese M. Stewart)","",1,39,"YES",C,39,"",505,297,151,0,86,38,27,0,419,259,124,0,
"10003","",1,0,2,2,1790,0.28,20,20,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 2 (Therese M. Stewart)","",1,40,"NO",C,40,"",505,57,151,0,86,21,27,0,419,36,124,0,
"10003","",1,0,2,2,1790,0.28,21,21,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 3 (Alison M. Tucher)","",1,41,"YES",C,41,"",505,298,153,0,86,37,28,0,419,261,125,0,
"10003","",1,0,2,2,1790,0.28,21,21,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 3 (Alison M. Tucher)","",1,42,"NO",C,42,"",505,54,153,0,86,21,28,0,419,33,125,0,
"10003","",1,0,2,2,1790,0.28,22,22,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Victor A. Rodriguez)","",1,47,"YES",C,43,"",505,294,154,0,86,34,28,0,419,260,126,0,
"10003","",1,0,2,2,1790,0.28,22,22,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Victor A. Rodriguez)","",1,48,"NO",C,44,"",505,57,154,0,86,24,28,0,419,33,126,0,
"10003","",1,0,2,2,1790,0.28,23,23,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Ioana Petrou)","",1,43,"YES",C,45,"",505,285,163,0,86,34,30,0,419,251,133,0,
"10003","",1,0,2,2,1790,0.28,23,23,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Ioana Petrou)","",1,44,"NO",C,46,"",505,57,163,0,86,22,30,0,419,35,133,0,
"10003","",1,0,2,2,1790,0.28,24,24,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Carin T. Fujisaki)","",1,45,"YES",C,47,"",505,281,164,0,86,37,29,0,419,244,135,0,
"10003","",1,0,2,2,1790,0.28,24,24,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 3 (Carin T. Fujisaki)","",1,46,"NO",C,48,"",505,60,164,0,86,20,29,0,419,40,135,0,
"10003","",1,0,2,2,1790,0.28,25,25,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Tracie L. Brown)","",1,49,"YES",C,49,"",505,283,168,0,86,37,30,0,419,246,138,0,
"10003","",1,0,2,2,1790,0.28,25,25,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Tracie L. Brown)","",1,50,"NO",C,50,"",505,54,168,0,86,19,30,0,419,35,138,0,
"10003","",1,0,2,2,1790,0.28,26,26,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Jeremy M. Goldman)","",1,51,"YES",C,51,"",505,272,170,0,86,35,30,0,419,237,140,0,
"10003","",1,0,2,2,1790,0.28,26,26,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 4 (Jeremy M. Goldman)","",1,52,"NO",C,52,"",505,63,170,0,86,21,30,0,419,42,140,0,
"10003","",1,0,2,2,1790,0.28,27,27,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 5 (Teri L. Jackson)","",1,53,"YES",C,53,"",505,283,169,0,86,39,28,0,419,244,141,0,
"10003","",1,0,2,2,1790,0.28,27,27,"For Presiding Justice, Court of Appeal, 1st Appellate District, Division 5 (Teri L. Jackson)","",1,54,"NO",C,54,"",505,53,169,0,86,19,28,0,419,34,141,0,
"10003","",1,0,2,2,1790,0.28,28,28,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 5 (Gordon B. Burns)","",1,55,"YES",C,55,"",505,272,172,0,86,36,29,0,419,236,143,0,
"10003","",1,0,2,2,1790,0.28,28,28,"For Associate Justice, Court of Appeal, 1st Appellate District, Division 5 (Gordon B. Burns)","",1,56,"NO",C,56,"",505,61,172,0,86,21,29,0,419,40,143,0,
"10003","",1,0,2,2,1790,0.28,29,29,"Superintendent of Public Instruction","",1,57,"LANCE RAY CHRISTENSEN",C,57,"",505,110,115,1,86,30,27,0,419,80,88,1,
"10003","",1,0,2,2,1790,0.28,29,29,"Superintendent of Public Instruction","",1,58,"TONY K. THURMOND",C,58,"",505,279,115,1,86,29,27,0,419,250,88,1,
"10003","",1,0,2,2,1790,0.28,51,51,"City of Burlingame Member, City Council, District 5","",1,117,"RACHEL CYR",C,139,"",505,154,77,0,86,30,21,0,419,124,56,0,
"10003","",1,0,2,2,1790,0.28,51,51,"City of Burlingame Member, City Council, District 5","",1,118,"PETER STEVENSON",C,140,"",505,274,77,0,86,35,21,0,419,239,56,0,
"10003","",1,0,2,2,1790,0.28,88,88,"San Mateo County Harbor District Member, Board of Commissioners, District 3","",1,215,"CAMERON ROLFE",C,275,"",505,151,129,0,86,36,23,0,419,115,106,0,
"10003","",1,0,2,2,1790,0.28,88,88,"San Mateo County Harbor District Member, Board of Commissioners, District 3","",1,216,"KATHRYN V. SLATER-CARTER",C,276,"",505,225,129,0,86,27,23,0,419,198,106,0,
"10003","",1,0,2,2,1790,0.28,92,93,"Proposition 1 (Majority Approval Required)","",1,223,"YES",C,287,"",505,384,20,1,86,46,3,0,419,338,17,1,
"10003","",1,0,2,2,1790,0.28,92,93,"Proposition 1 (Majority Approval Required)","",1,224,"NO",C,288,"",505,100,20,1,86,37,3,0,419,63,17,1,
"10003","",1,0,2,2,1790,0.28,93,94,"Proposition 26 (Majority Approval Required)","",1,225,"YES",C,289,"",505,167,15,0,86,24,6,0,419,143,9,0,
"10003","",1,0,2,2,1790,0.28,93,94,"Proposition 26 (Majority Approval Required)","",1,226,"NO",C,290,"",505,323,15,0,86,56,6,0,419,267,9,0,
"10003","",1,0,2,2,1790,0.28,94,95,"Proposition 27 (Majority Approval Required)","",1,227,"YES",C,291,"",505,105,9,0,86,18,4,0,419,87,5,0,
"10003","",1,0,2,2,1790,0.28,94,95,"Proposition 27 (Majority Approval Required)","",1,228,"NO",C,292,"",505,391,9,0,86,64,4,0,419,327,5,0,
"10003","",1,0,2,2,1790,0.28,95,96,"Proposition 28 (Majority Approval Required)","",1,229,"YES",C,293,"",505,347,14,0,86,47,3,0,419,300,11,0,
"10003","",1,0,2,2,1790,0.28,95,96,"Proposition 28 (Majority Approval Required)","",1,230,"NO",C,294,"",505,144,14,0,86,36,3,0,419,108,11,0,
"10003","",1,0,2,2,1790,0.28,96,97,"Proposition 29 (Majority Approval Required)","",1,231,"YES",C,295,"",505,156,23,1,86,22,5,0,419,134,18,1,
"10003","",1,0,2,2,1790,0.28,96,97,"Proposition 29 (Majority Approval Required)","",1,232,"NO",C,296,"",505,325,23,1,86,59,5,0,419,266,18,1,
"10003","",1,0,2,2,1790,0.28,97,98,"Proposition 30 (Majority Approval Required)","",1,233,"YES",C,297,"",505,220,16,1,86,31,3,0,419,189,13,1,
"10003","",1,0,2,2,1790,0.28,97,98,"Proposition 30 (Majority Approval Required)","",1,234,"NO",C,298,"",505,268,16,1,86,52,3,0,419,216,13,1,
"10003","",1,0,2,2,1790,0.28,98,99,"Proposition 31 (Majority Approval Required)","",1,235,"YES",C,299,"",505,379,9,0,86,46,3,0,419,333,6,0,
"10003","",1,0,2,2,1790,0.28,98,99,"Proposition 31 (Majority Approval Required)","",1,236,"NO",C,300,"",505,117,9,0,86,37,3,0,419,80,6,0,
"10003","",1,0,2,2,1790,0.28,107,108,"City of Burlingame, Measure X (Majority Approval Required)","",1,253,"YES",C,317,"",505,354,29,0,86,44,5,0,419,310,24,0,
"10003","",1,0,2,2,1790,0.28,107,108,"City of Burlingame, Measure X (Majority Approval Required)","",1,254,"NO",C,318,"",505,122,29,0,86,37,5,0,419,85,24,0,
"10005","",1,0,3,3,2012,0.31,1,1,"Governor","",1,1,"BRIAN DAHLE",C,1,"REP",619,204,8,0,104,50,1,0,515,154,7,0,
"10005","",1,0,3,3,2012,0.31,1,1,"Governor","",1,2,"GAVIN NEWSOM",C,2,"DEM",619,407,8,0,104,53,1,0,515,354,7,0,
"10005","",1,0,3,3,2012,0.31,2,2,"Lieutenant Governor","",1,3,"ANGELA E. UNDERWOOD JACOBS",C,3,"REP",619,183,18,0,104,48,5,0,515,135,13,0,
"10005","",1,0,3,3,2012,0.31,2,2,"Lieutenant Governor","",1,4,"ELENI KOUNALAKIS",C,4,"DEM",619,418,18,0,104,51,5,0,515,367,13,0,
"10005","",1,0,3,3,2012,0.31,3,3,"Secretary of State","",1,5,"ROB BERNOSKY",C,5,"REP",619,193,18,0,104,49,7,0,515,144,11,0,
"10005","",1,0,3,3,2012,0.31,3,3,"Secretary of State","",1,6,"SHIRLEY N. WEBER",C,6,"DEM",619,408,18,0,104,48,7,0,515,360,11,0,
"10005","",1,0,3,3,2012,0.31,4,4,"Controller","",1,7,"MALIA M. COHEN",C,7,"DEM",619,368,18,0,104,44,5,0,515,324,13,0,
